Journal,ISSN,CN,Publisher,Frequency,Language,Founded,Discipline,SubDiscipline,IF_Composite,IF_Comprehensive,CSCD_Core,CSCD_Extended,PKU_Core,CSSCI,CSSCI_Extended,AMI_Authority,AMI_Core,AMI_Extended,AMI_Archive,SCI_Indexed,EI_Indexed,CSTPCD,Index_Labels
南京学研究,,,南京市社科联(院);南京出版传媒集团(南京出版社);南京城市文化研究会,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
南京史志,1009-8569,32-1616/GO,南京出版社,月刊,中文,2001.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
南国红豆,1006-2637,44-1161/J,广州市文艺创作研究所,双月,中文,1980.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
南方语言学,,,暨南大学汉语方言研究中心,半年,中文,2009.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
南方文学评论,,,湖南省社会科学院;湖南省作家协会;湖南省文学评论学会,年刊,中文,2020.0,,,,,,,,,,,,,,,,,
南方民族考古,,,四川大学博物馆;四川大学考古学系;成都市文物考古研究所,半年,中文,1987.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
南大戏剧论丛,,,南京大学戏剧影视研究所,半年,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
南大日本学研究,,,南京大学外国语学院,年刊,中文,2022.0,,,,,,,,,,,,,,,,,
南北桥(国学),1672-0401,22-1221/F,南北桥杂志社,月刊,中文,2007.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
牡丹,1003-3459,41-1059/I,洛阳市文学艺术界联合会,半月,中文,1957.0,,,,,,,,,,,,,,,,,
民族史研究,,,中央民族大学历史文化学院,年刊,中文,1999.0,,,,,,,,,,,,,,,,,
民族史文丛,,,西北民族大学社会科学研究院,半年,中文,2019.0,,,,,,,,,,,,,,,,,
民族音乐,1671-2196,53-1202/J,云南省文化馆,双月,中文,1975.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
青年作家(中外文艺版),1003-1669,51-1083/I,成都市文学艺术界联合会,月刊,中文,2009.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
青年文学家,1002-2139,23-1094/I,黑龙江省文学艺术界联合会;齐齐哈尔市文学艺术界联合会,旬刊,中文,1956.0,,,,,,,,,,,,,,,,,
清华语言学,,,清华大学人文学院语言学研究中心,年刊,中文,2022.0,,,,,,,,,,,,,,,,,
清华西方哲学研究,,,清华大学哲学系,半年,中文;英文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
青岛文化研究,,,中国海洋大学中国传统文化研究中心,年刊,中文,2016.0,,,,,,,,,,,,,,,,,
青春岁月,1007-5070,13-1035/C,共青团河北省委,半月,中文,1982.0,,,,,,,,,,,,,,,,,
青春,1005-2445,32-1026/I,南京出版传媒集团,月刊,中文,1979.0,,,,,,,,,,,,,,,,,
切磋集系列,,,四川大学哲学系中国哲学教研室,年刊,中文,2010.0,,,,,,,,,,,,,,,,,
钱学森研究,,,上海交通大学钱学森研究中心,半年,中文,2016.0,,,,,,,,,,,,,,,,,
乾陵文化研究,,,乾陵博物馆,年刊,中文,2005.0,,,,,,,,,,,,,,,,,
钱币文论特辑,,,安徽省钱币学会,,中文,,,,,,,,,,,,,,,,,,
普陀学刊,,,中国佛学院普陀山学院,半年,中文,2014.0,,,,,,,,,,,,,,,,,
蒲松龄研究,1002-3712,37-1080/I,蒲松龄纪念馆,季刊,中文,1986.0,哲学与人文科学,中国文学,,,False,False,False,False,False,False,False,False,True,False,False,False,
骈文研究,,,广西师范大学中华优秀传统文化传承发展中心,年刊,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
欧洲语言文化研究,,,北京外国语大学欧洲语言文化学院,半年,中文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
欧亚学刊,,,中国社会科学院历史研究所内陆欧亚学研究中心,半年,中文,1999.0,,,,,,,,,,,,,,,,,
欧亚人文研究(中俄文),2096-7756,10-1610/G1,北京外国语大学,季刊,中文,2019.0,哲学与人文科学,文化,,,False,False,False,False,False,False,False,False,False,False,False,False,
欧美文学论丛,,,北京大学外国语学院；北京大学欧美文学研究中心,年刊,中文,2002.0,,,,,,,,,,,,,,,,,
人文新视野,,,中国社会科学院比较文学研究中心;浙江越秀外国语学院外国语言文化研究院,半年,中文,2004.0,,,,,,,,,,,,,,,,,
人文世界,,,贵州大学中国文化书院,年刊,中文,2006.0,,,,,,,,,,,,,,,,,
人文论丛,,,武汉大学中国传统文化研究中心,半年,中文,1998.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
人文丛刊,,,北京外国语大学中国语言文学学院,年刊,中文,2006.0,,,,,,,,,,,,,,,,,
人类文化遗产保护,,,西安交通大学文化遗产现代科技保护研究院,年刊,中文,2003.0,,,,,,,,,,,,,,,,,
区域史研究,,,中山大学岭南文化研究院,半年,中文,2019.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
区域文化与文学研究集刊,,,重庆师范大学文学院,半年,中文,2010.0,,,,,,,,,,,,,,,,,
区域文化艺术研究,,,四川文化艺术学院,季刊,中文,2022.0,,,,,,,,,,,,,,,,,
曲艺,0578-0608,11-1584/J,中国曲艺家协会,月刊,中文,1957.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
曲学,,,上海戏剧学院曲学研究中心,年刊,中文,2013.0,,,,,,,,,,,,,,,,,
群众文化论丛,,,中国群众文化学会,,中文,,,,,,,,,,,,,,,,,,
群文天地,1009-6302,63-1027/G2,青海省文化馆,双月,中文,1991.0,哲学与人文科学,文史哲综合,,,,,,,,,,,,,,,
全真道研究,,,山东大学儒学高等研究院,年刊,中文,2011.0,,,,,,,,,,,,,,,,,
全球史评论,,,首都师范大学全球史研究中心,半年,中文,2004.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
龟兹学研究,,,新疆龟兹学会,,中文,,,,,,,,,,,,,,,,,,
秦文化论丛,,,秦始皇兵马俑博物馆,年刊,中文,1993.0,,,,,,,,,,,,,,,,,
秦始皇帝陵博物院,,,秦始皇帝陵博物院,年刊,中文,2011.0,,,,,,,,,,,,,,,,,
秦汉研究,,,中国秦汉史研究会;咸阳师范学院,半年,中文,2007.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
青藏高原论坛,2095-5219,63-1077/C,青海民族大学,季刊,中文,2013.0,哲学与人文科学,文化,,,False,False,False,False,False,False,False,False,True,False,False,False,
青铜器与金文,,,北京大学出土文献与古代文明研究所,半年,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
美术与市场,2095-5480,14-1356/J,山西社会科学报刊社,季刊,中文,2009.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
旅游纵览,1004-3292,13-1138/K,秦皇岛开发区国有资产经营有限公司;中国野生动物保护协会;中国野生植物保护协会;《旅游纵览》杂志社有限公司,半月,中文,1987.0,,,,,,,,,,,,,,,,,
岭南学报,,,香港岭南大学中文系,半年,中文,1929.0,,,,,,,,,,,,,,,,,
孔子学刊,,,孔子研究院;中国孔子基金会,年刊,中文,2010.0,,,,,,,,,,,,,,,,,
孔学研究,,,云南孔子学术研究会,,中文,,,,,,,,,,,,,,,,,,
科学家,2095-6363,10-1135/N,中国科技新闻学会,半月,中文,2013.0,,,,,,,,,,,,,,,,,
科学与文化,1000-3398,35-1013/G3,福建科技报社,月刊,中文,1980.0,,,,,,,,,,,,,,,,,
科普创作评论,2097-0056,10-1739/I,中国科普作家协会;中国科普研究所;中国科学技术出版社有限公司,季刊,中文,2017.0,哲学与人文科学,文艺理论,,,False,False,False,False,False,False,False,False,False,False,False,False,
科举学论丛,,,上海嘉定博物馆(上海中国科举博物馆);浙江大学科举学与考试研究中心,半年,中文,2007.0,,,,,,,,,,,,,,,,,
客家文博,,44-(Q)1131,中国客家博物馆,季刊,中文,2008.0,哲学与人文科学,考古;文化,,,,,,,,,,,,,,,
考古学研究,,,北京大学考古文博学院,年刊,中文,1992.0,,,,,,,,,,,,,,,,,
考古学集刊,,,中国社会科学院考古研究所,年刊,中文,1981.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
抗战文化研究,,,广西抗战文化研究会;广西社会科学院文化研究所,年刊,中文,2007.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
抗战史料研究,,,中国人民抗日战争纪念馆;北京中国抗日战争史研究暨和平教育基金会,半年,中文,2012.0,,,,,,,,,,,,,,,,,
剧作家,1001-3768,23-1093/I,黑龙江省艺术研究院,双月,中文,1979.0,,,,,,,,,,,,,,,,,
剧影月报,1004-5864,32-1095/J,江苏省戏剧文学创作院,双月,中文,1959.0,,,,,,,,,,,,,,,,,
军工文化,1674-1714,11-5629/G0,中航出版传媒有限责任公司,月刊,中文,2008.0,,,,,,,,,,,,,,,,,
剧本,0578-0659,11-1499/I,中国戏剧家协会,月刊,中文,1952.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
“九一八”研究,,,九一八历史博物馆,年刊,中文,2000.0,,,,,,,,,,,,,,,,,
酒史与酒文化研究,,,中国人民大学历史学院,年刊,中文,2012.0,,,,,,,,,,,,,,,,,
吉他平方,1002-5995,11-2511/TS,国家轻工业乐器信息中心,月刊,中文,2004.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
岭南文史,1005-0701,44-1004/K,广东省人民政府文史研究馆,季刊,中文,1983.0,哲学与人文科学,中国民族与地方史志,,,False,False,False,False,False,False,False,False,True,False,False,False,
理论与史学,,,中国社会科学院历史研究所马克思主义史学理论与史学史研究室,年刊,中文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
李白学刊,,,中国李白研究会,,中文,,,,,,,,,,,,,,,,,,
辽金历史与考古,,,辽金契丹女真史研究会;辽宁省博物馆,年刊,中文,2009.0,,,,,,,,,,,,,,,,,
辽海文物学刊,1000-8853,21-1031/G2,辽宁省博物馆;辽宁省文物考古研究所,半年,中文,1986.0,哲学与人文科学,考古,,,,,,,,,,,,,,,
连环画报,0457-8090,11-2359/J,中国美术出版总社有限公司,月刊,中文,1951.0,,,,,,,,,,,,,,,,,
量化历史研究,,,清华大学市场与社会研究中心,半年,中文,2014.0,,,,,,,,,,,,,,,,,
冷战国际史研究,,,华东师范大学周边国家研究院；冷战国际史研究中心,半年,中文,2004.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
老子学刊,,,四川大学老子研究院,半年,中文,2010.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
老年教育(书画艺术),1002-3402,37-1007/G4,山东老年大学;中国老年大学协会,月刊,中文,2005.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
Language and Semiotic Studies,2096-031X,32-1859/H,苏州大学,季刊,英文,2015.0,哲学与人文科学,中国语言文字,,,False,False,False,False,False,False,False,False,False,False,False,False,
跨语言文化研究,,,中国社会科学出版社,年刊,中文,2010.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
跨文化研究,,,"北京第二外国语学院科研处,文化与传播学院;社会科学文献出版社",半年,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
跨文化传播研究,,,武汉大学媒体发展研究中心,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
跨世纪(时文博览),1005-1074,41-1194/G0,河南省社会科学院,月刊,中文,2006.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
快乐阅读,1672-8203,41-1366/G4,河南文艺出版社有限公司,月刊,中文,2004.0,,,,,,,,,,,,,,,,,
跨文化研究论丛,,,北京外国语大学,半年,中文,2019.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
跨文化交际研究,,,中国跨文化交际研究学会,年刊,中文;英文,2009.0,,,,,,,,,,,,,,,,,
孔子学院,1674-1781,11-5658/C,孔子学院总部;国家汉办,双月,中文;英文,2009.0,哲学与人文科学,中国语言文字,,,,,,,,,,,,,,,
旅顺博物馆学苑,,,旅顺博物馆学苑,年刊,中文,2007.0,,,,,,,,,,,,,,,,,
洛阳考古,,,洛阳市文物考古研究院,季刊,中文,2013.0,,,,,,,,,,,,,,,,,
珞珈史苑,,,武汉大学历史学院,年刊,中文,2011.0,,,,,,,,,,,,,,,,,
逻辑、智能与哲学,,,中国逻辑学会,半年,中文,2022.0,,,,,,,,,,,,,,,,,
逻辑研究专辑,,,中国逻辑学会,,中文,,,,,,,,,,,,,,,,,,
伦理学与公共事务,,,浙江师范大学国家治理研究院,半年,中文,2007.0,,,,,,,,,,,,,,,,,
伦理学术,,,上海教育出版社有限公司,半年,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
励耘语言学刊,,,北京师范大学文学院,半年,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
励耘学刊,,,北京师范大学文学院,半年,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
流行色,1005-555X,10-1458/J,中国流行色协会,月刊,中文,1983.0,,,,,False,False,False,False,False,False,False,False,True,False,False,False,
历史语言学研究,,,中国社会科学院语言研究所,半年,中文,2008.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
历史文献与传统文化,,,暨南大学中国文化史籍研究所,半年,中文,1990.0,,,,,,,,,,,,,,,,,
历史文献,,,上海图书馆;上海科学技术情报研究所,年刊,中文,2004.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
历史评论,2096-7926,10-1672/K,中国历史研究院,双月,中文,2020.0,哲学与人文科学,史学理论,,,False,False,False,False,False,False,False,False,False,False,False,False,
历史地理研究,2096-6822,31-2157/K9,复旦大学;中国地理学会,季刊,中文,2019.0,哲学与人文科学,地理,,,False,False,False,True,False,False,False,False,False,False,False,False,CSSCI
历史地理,,,上海人民出版社,半年,中文,1987.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
岭南音乐,1671-413X,44-1081/J,广东省音乐家协会,双月,中文,1957.0,,,,,,,,,,,,,,,,,
美术向导,1003-0441,11-2825/J,中国美术出版总社,双月,中文,1986.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
美术文献,1673-4858,42-1756/J,湖北美术出版社有限公司,月刊,中文,1993.0,,,,,,,,,,,,,,,,,
美术论坛,,,黑龙江美术出版社,年刊,中文,2007.0,,,,,,,,,,,,,,,,,
美术馆,2096-8612,23-1607/J,黑龙江省美术馆,双月,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
美成在久,2095-865X,36-1337/J,江西省报刊传媒有限责任公司,双月,中文,2014.0,哲学与人文科学,考古,,,,,,,,,,,,,,,
美与时代(中),1003-2592,41-1061/B,郑州大学美学研究所;河南省美学学会,月刊,中文,2009.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
美与时代(下),1003-2592,41-1061/B,郑州大学美学研究所;河南省美学学会,月刊,中文,2002.0,哲学与人文科学,美学,,,,,,,,,,,,,,,
美与时代(城市版),1003-2592,41-1061/B,郑州大学美学研究所;河南省美学学会,月刊,中文,2012.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
毛泽东文艺思想研究,,,全国毛泽东文艺思想研究会,,中文,,,,,,,,,,,,,,,,,,
毛泽东诗词研究丛刊,,,中国毛泽东诗词研究会,,中文,,,,,,,,,,,,,,,,,,
满学研究(东北大学),,,东北大学中国满学研究院,年刊,中文,2018.0,,,,,,,,,,,,,,,,,
满学研究,,,北京社会科学院满学研究所,,中文,,,,,,,,,,,,,,,,,,
芒种,1003-9309,21-1040/I,沈阳广播电视台,月刊,中文,1957.0,,,,,,,,,,,,,,,,,
莽原,1003-2746,41-1044/I,河南省文学艺术界联合会,双月,中文,1981.0,,,,,,,,,,,,,,,,,
马克思主义哲学研究,,,武汉大学马克思主义哲学研究所；马克思主义理论与中国实践湖北省协同创新中心,半年,中文,2001.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
马克思主义哲学评论,,,首都师范大学马克思主义学院,年刊,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
马克思主义哲学,2096-9961,10-1737/A,中国社会科学院哲学研究所;社会科学文献出版社,双月,中文,2020.0,哲学与人文科学,哲学,,,False,False,False,False,False,False,False,False,False,False,False,False,
金山,1005-9407,32-1035/I,镇江市文联,月刊,中文,1985.0,,,,,,,,,,,,,,,,,
江淮文史,1005-572X,34-1119/K,安徽省政协文化文史和学习委员会,双月,中文,1993.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
黄河文明与可持续发展,,,河南大学黄河文明与可持续发展研究中心,半年,中文,2008.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
韩国语教学与研究,2095-543X,23-1585/G4,黑龙江朝鲜民族出版社,季刊,中韩,2012.0,哲学与人文科学,外国语言文字,,,,,,,,,,,,,,,
韩国学论文集,,,北京大学韩国学研究中心,年刊,中文,1992.0,,,,,,,,,,,,,,,,,
汉风,,,北京语言大学中国文化对外翻译与传播研究中心(文化与旅游部兼辖),年刊,中文,2016.0,,,,,,,,,,,,,,,,,
海峡人文学刊,2096-9767,35-1341/C,福建人民出版社;福建师范大学,季刊,中文,2021.0,哲学与人文科学,文艺理论,,,False,False,False,False,False,False,False,False,False,False,False,False,
海外英语,1009-5039,34-1209/G4,安徽科学技术出版社,半月,中文,2000.0,哲学与人文科学,外国语言文字,,,,,,,,,,,,,,,
海岱学刊,,,教育部人文社会科学重点研究基地;山东师范大学齐鲁文化研究院,半年,中文,2002.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
海岱考古,,,山东省文物考古研究所,年刊,中文,1989.0,,,,,,,,,,,,,,,,,
国学论衡,,,甘肃中国传统文化研究会;兰州大学哲学社会学院,半年,中文,1998.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
国学,,,四川省人民政府文史研究馆;四川师范大学中华传统文化学院,年刊,中文,2014.0,,,,,,,,,,,,,,,,,
郭沫若研究,,,中国郭沫若研究会,,中文,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
郭沫若学刊,1003-7225,51-1049/C,四川省郭沫若研究会,季刊,中文,1987.0,哲学与人文科学,中国文学,,,False,False,False,False,False,False,False,False,True,False,False,False,
国际中国文学研究丛刊,,,天津师范大学国际中国文学研究中心,半年,中文,2011.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
国际阳明学研究,,,中国社会科学院历史研究所;余姚市人民政府;国际阳明学研究中心,年刊,中文,2012.0,,,,,,,,,,,,,,,,,
国际修辞学研究,,,全球修辞学会;世界汉语修辞学会,年刊,中文;英文,2011.0,,,,,,,,,,,,,,,,,
国际儒学研究,,,国际儒学联合会,,中文,,,,,,,,,,,,,,,,,,
国际儒学论丛,,,山东社会科学院,半年,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
后学衡,,,西南大学文学院,半年,中文,2017.0,,,,,,,,,,,,,,,,,
红色文化资源研究,,,井冈山大学中国共产党革命精神与文化资源研究中心;井冈山大学红色文化研究与传承应用协同创新中心;井冈山大学井冈山研究中心,半年,中文,2015.0,,,,,,,,,,,,,,,,,
宏德学刊,,,南京大学中华文化研究院;江苏宏德文化出版基金会,半年,中文,2010.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
黑龙江史志,1004-020X,23-1035/K,中共黑龙江省委史志研究室;当代黑龙江研究所;黑龙江省地方志协会,月刊,中文,1985.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
黑龙江画报,1004-2784,23-1043/C,黑龙江画报社有限公司,月刊,中文,1957.0,,,,,,,,,,,,,,,,,
汉字汉语研究,2096-4986,41-1450/H,郑州大学,季刊,中文,1985.0,哲学与人文科学,中国语言文字,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉藏语学报,,,中央民族大学,年刊,中文,2007.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉语史与汉藏语研究,,,南京大学汉语史研究所,半年,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉语史研究集刊,,,四川大学文学与新闻学院,半年,中文,1998.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉语史学报,,,浙江大学汉语史研究中心,半年,中文,2000.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉语语言学,,,中山大学中国语言文学系,半年,中文,2021.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉语教学学刊,,,北京大学对外汉语教育学院,半年,中文,1995.0,,,,,,,,,,,,,,,,,
国际中文教育研究,,,浙江师范大学国际文化与教育学院,半年,中文,2016.0,,,,,,,,,,,,,,,,,
汉语国际教育学报,,,北京语言大学,半年,中文,2016.0,,,,,,,,,,,,,,,,,
汉语国际传播研究,,,中央民族大学国际教育学院,半年,中文,2011.0,,,,,,,,,,,,,,,,,
汉语佛学评论,,,中山大学哲学系佛学研究中心;岭南佛教文化研究院,年刊,中文,2009.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
汉日语言对比研究论丛,,,浙江工商大学出版社,年刊,中文,,,,,,,,,,,,,,,,,,
汉籍与汉学,,,山东大学国际汉学研究中心,半年,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
江河文学,1005-1570,42-1311/I,中国葛洲坝集团有限公司,双月,中文,1981.0,,,,,,,,,,,,,,,,,
简牍学研究,,,西北师范大学历史文化学院；甘肃简牍博物馆；河西学院河西史地与文化研究中心；兰州城市学院简牍研究所,年刊,中文,1997.0,,,,,,,,,,,,,,,,,
简帛研究,,,中国社会科学院简帛研究中心;中国社会科学院古代史研究所秦汉史研究室;出土文献与中国古代文明研究协同创新中心,半年,中文,2004.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
简帛,,,武汉大学简帛研究中心,半年,中文,2006.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
甲骨文与殷商史,,,中国社会科学院甲骨文殷商史研究中心,年刊,中文,2011.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
Journal of Ancient Civilizations,1004-9371,22-1213/K,东北师大古典文明史所,年刊,英文,1986.0,哲学与人文科学,世界历史,,,,,,,,,,,,,,,
湖南考古辑刊,,,湖南省文物考古研究所,年刊,中文,1981.0,,,,,,,,,,,,,,,,,
徽学,,,教育部人文社会科学重点研究基地;安徽大学徽学研究中心,半年,中文,2000.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
湖北文史,,,湖北省政协文化文史和学习委员会,半年,中文,1980.0,,,,,,,,,,,,,,,,,
湖北美术学院学报,1009-4016,42-1441/J,湖北美术学院,季刊,中文,1998.0,哲学与人文科学,美术书法雕塑与摄影,,,False,False,False,False,False,False,False,True,False,False,False,False,
华中国学,,,华中科技大学国学研究院,半年,中文,2013.0,,,,,,,,,,,,,,,,,
话语研究论丛,,,中国英汉语比较研究会话语研究专业委员会,半年,中文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
华夏文化论坛,,,吉林大学中国文化研究所,半年,中文,2006.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
华夏文化,1007-7901,61-1274/G0,陕西省轩辕黄帝研究会,季刊,中文,1992.0,哲学与人文科学,文化,,,,,,,,,,,,,,,
华西语文学刊,,,西南交通大学外国语学院,半年,中文,2009.0,,,,,,,,,,,,,,,,,
华文文学评论,,,四川大学文学与新闻学院;985工程文化遗产与文化互动创新基地;四川大学文学与新闻学院华文教育基地,年刊,中文,2013.0,,,,,,,,,,,,,,,,,
环球人文地理,2095-0446,50-1203/K,西南大学,半月,中文,2008.0,,,,,,,,,,,,,,,,,
黄梅戏艺术,1003-5826,34-1037/J,安庆市文化局,季刊,中文,1981.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
黄河之声,1004-6127,14-1039/J,山西文化艺术传媒中心,半月,中文,1958.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
今日艺术,1674-0777,43-1480/J,湖南省文学艺术界联合会湖南省戏剧协会,月刊,中文,2007.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
经学文献研究集刊,,,上海交通大学唐文治经学研究中心,半年,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
今古文创,2096-8264,42-1911/I,湖北今古传奇传媒集团有限公司,周刊,中文,2020.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
近代史学刊,,,华中师范大学中国近代史研究所,半年,中文,2001.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
近代中国东北与日本研究,,,东北师范大学,年刊,中文,2018.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
近代中国,,,上海中山学社,半年,中文,1990.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
暨南史学,,,暨南大学中外关系研究所,半年,中文,2002.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
吉林华桥外国语学院学报,,,吉林华桥外国语学院,半年,中文,2004.0,,,,,,,,,,,,,,,,,
节日研究,,,山东大学,半年,中文,2010.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
基督教学术,,,复旦大学哲学学院基督教研究中心;复旦大学国际关系与公共事务学院宗教与国际关系研究中心,半年,中文,2002.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
基督教文化学刊,,,中国人民大学基督教文化研究所,半年,中文,1999.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
基督宗教研究,,,中国社会科学院基督教研究中心,半年,中文,1999.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
价值论与伦理学研究,,,湖北大学哲学学院;中华文化发展湖北省协同创新中心;国际价值研究学会（ISVI）,半年,中文,2013.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
价值论研究,,,上海大学价值与社会研究中心,半年,中文,2018.0,,,,,,,,,,,,,,,,,
教育语言学研究,,,中国英汉语比较研究会教育语言学专业委员会;,年刊,中文,2020.0,,,,,,,,,,,,,,,,,
交响(西安音乐学院学报),1003-1499,61-1045/J,西安音乐学院,季刊,中文,1982.0,哲学与人文科学,音乐舞蹈,,,False,False,False,False,False,False,False,True,False,False,False,False,
江苏外语教学研究,,,南京师范大学外国语学院;江苏省高等学校外国语教学研究会,季刊,中文,1993.0,,,,,,,,,,,,,,,,,
江苏地方志,1003-8485,32-1011/K,江苏省地方志编纂委员会办公室,双月,中文,1986.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
国际儒学(中英文),2096-9805,10-1736/B,国际儒学联合会;清华大学,季刊,中文,2021.0,哲学与人文科学,哲学,,,False,False,False,False,False,False,False,False,False,False,False,False,
古代墓葬美术研究,,,芝加哥大学东亚艺术研究中心;中央美术学院人文学院;北京大学视觉与图像研究中心,年刊,中文,2001.0,,,,,,,,,,,,,,,,,
福建史志,1003-157X,35-1027/K,中共福建省委党史研究和地方志编纂办公室;福建省地方志学会,双月,中文,1984.0,哲学与人文科学,中国民族与地方史志,,,False,False,False,False,False,False,False,False,True,False,False,False,
翻译界,,,北京外国语大学,半年,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
翻译教学与研究,,,重庆翻译学会;四川外国语大学翻译学院,半年,中文,2016.0,,,,,,,,,,,,,,,,,
芳草,1004-7107,42-1039/I,武汉市文学艺术界联合会,双月,中文,2004.0,,,,,,,,,,,,,,,,,
法国哲学研究,,,复旦大学哲学院,年刊,中文,2017.0,,,,,,,,,,,,,,,,,
俄语学习,0470-9055,11-1253/H,北京外国语大学,双月,中文,1959.0,哲学与人文科学,外国语言文字,,,,,,,,,,,,,,,
二语写作,,,中国英汉语比较研究会写作教学与研究专业委员会,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
